name,wattage,efficiency,price,size,image,modularity,color
test,69420,N,69.42,SFX,https://m.media-amazon.com/images/I/41tTcSFPOyS.jpg,Full,creamy
Azza PSAZ-750W,750,Efficiency Rating80+ Bronze,59.95,TypeATX,https://m.media-amazon.com/images/I/51aiONtzGnS.jpg,ModularNo,ColorBlack
Thermaltake Smart,500,Efficiency Rating80+,61.6,TypeATX,https://m.media-amazon.com/images/I/519RlzaoKDL.jpg,ModularNo,Color
CoolMax ZX-500,500,Efficiency Rating80+,63.99,TypeATX,https://images-fe.ssl-images-amazon.com/images/I/516bfytLBEL.jpg,ModularNo,Color
Thermaltake Smart,600,Efficiency Rating80+,64.9,TypeATX,https://images-eu.ssl-images-amazon.com/images/I/51Ih1TB6nFL.jpg,ModularNo,Color
FSP Group HEXA 85+ PRO,450,Efficiency Rating80+ Bronze,64.99,TypeATX,https://m.media-amazon.com/images/I/41wH+TLFGEL.jpg,ModularNo,ColorBlack
EVGA 500 W1,500,Efficiency Rating80+,66.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/54c22d607bdad7d92e7512aaa53955e2.256p.jpg,ModularNo,Color
Azza PSAZ-650W,650,Efficiency Rating80+ Bronze,68.95,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/21efec726484eb1be8ea121f2eb49198.256p.jpg,ModularNo,ColorBlack
ASRock Challenger CL-550B,550,Efficiency Rating80+ Bronze,70.4,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b4283167def49aee8fb2afeb234fd65e.256p.jpg,ModularNo,ColorBlack
Thermaltake Smart BX1 550,550,Efficiency Rating80+ Bronze,74.99,TypeATX,https://images-na.ssl-images-amazon.com/images/I/41bUVbWjjVL.jpg,ModularNo,ColorBlack
EVGA 610 BP,610,Efficiency Rating80+ Bronze,75.0,TypeATX,https://m.media-amazon.com/images/I/51T+stsZKEL.jpg,ModularNo,ColorBlack
Thermaltake Smart,700,Efficiency Rating80+,77.0,TypeATX,https://m.media-amazon.com/images/I/51BVjb7JUsL.jpg,ModularNo,Color
MSI MAG A550BN,550,Efficiency Rating80+ Bronze,77.53,TypeATX,https://m.media-amazon.com/images/I/51VZJ8DVX-L.jpg,ModularNo,ColorBlack
Apevia Prestige,600,Efficiency Rating80+ Gold,79.06,TypeATX,https://m.media-amazon.com/images/I/41pBDy5c8nL.jpg,ModularNo,ColorBlack
CoolMax ZX-600,600,Efficiency Rating80+,79.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/d94bb5f6531ecf447fa21f100f86fd7b.med.256p.jpg,ModularNo,Color
FSP Group HEXA 85+ PRO,550,Efficiency Rating80+ Bronze,79.99,TypeATX,https://m.media-amazon.com/images/I/41t+kAhuvcS.jpg,ModularNo,ColorBlack
Apevia Premier,650,Efficiency Rating80+ Gold,82.75,TypeATX,https://m.media-amazon.com/images/I/51YPQPp7z0S.jpg,ModularSemi,ColorBlack
SAMA GT,650,Efficiency Rating80+ Gold,82.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/e81737b03f15f9d68443d480d0e4e2ff.256p.jpg,ModularFull,ColorBlack
ASRock Challenger CL-650B,650,Efficiency Rating80+ Bronze,83.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/770db437877b861f291f81c98c064622.256p.jpg,ModularNo,ColorBlack
Corsair CX (2023),550,Efficiency Rating80+ Bronze,84.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/5c9986f2ca555182c65ca3541ec840ed.256p.jpg,ModularNo,ColorBlack
Thermaltake Toughpower GX2,600,Efficiency Rating80+ Gold,85.8,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/56f77032e78c9af99041786b5196fe91.256p.jpg,ModularNo,ColorBlack
Corsair CX (2023),650,Efficiency Rating80+ Bronze,87.96,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c058ff0ffb542302d5b1c75cf8658ecd.256p.jpg,ModularNo,ColorBlack
Azza PSAZ-550W,550,Efficiency Rating80+ Bronze,89.6,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/6f78fc48df682023799aa137d24b1743.256p.jpg,ModularNo,ColorBlack
SAMA GT,650,Efficiency Rating80+ Gold,89.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/99ed51760a854a4d8d5b2c4b304bc1c0.256p.jpg,ModularFull,ColorWhite
SAMA GT,750,Efficiency Rating80+ Gold,89.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/99ed51760a854a4d8d5b2c4b304bc1c0.256p.jpg,ModularFull,ColorWhite
ASRock Challenger CL-750G,750,Efficiency Rating80+ Gold,89.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c3f4e6f17f3c57992c4cfc1813e07d0e.256p.jpg,ModularNo,ColorBlack
SAMA GT,750,Efficiency Rating80+ Gold,89.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/e81737b03f15f9d68443d480d0e4e2ff.256p.jpg,ModularFull,ColorBlack
GAMDIAS KRATOS M1 B,750,Efficiency Rating80+ Bronze,89.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/7bdcdc33847e0c93aefcd66764e37870.256p.jpg,ModularNo,ColorBlack
FSP Group HEXA 85+ PRO,650,Efficiency Rating80+ Bronze,89.99,TypeATX,https://m.media-amazon.com/images/I/411tR4t-STL.jpg,ModularNo,ColorBlack
NZXT HALE82 V2 550W,550,Efficiency Rating80+ Bronze,89.99,TypeATX,/static/forever/img/no-image.png,ModularFull,Color
ASRock Challenger CL-750B,750,Efficiency Rating80+ Bronze,90.2,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/2e749fd4d8d5f2bab633401da1a0b3b4.256p.jpg,ModularNo,ColorBlack
MSI MAG A650BN,650,Efficiency Rating80+ Bronze,92.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/3148f884b77b2d7abee3a3e0ad72cf73.256p.jpg,ModularNo,ColorBlack
Segotep GN,650,Efficiency Rating80+ Gold,94.11,TypeATX,https://m.media-amazon.com/images/I/410e35Vh0bL.jpg,ModularNo,ColorBlack
Corsair CX650M (2021),650,Efficiency Rating80+ Bronze,94.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/cd1c62429bd8d83e6d8dc273f0cc179c.256p.jpg,ModularSemi,ColorBlack
SAMA GT,850,Efficiency Rating80+ Gold,94.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/e81737b03f15f9d68443d480d0e4e2ff.256p.jpg,ModularFull,ColorBlack
SAMA GT,850,Efficiency Rating80+ Gold,94.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b419b2f970d9f21fb98193dd0448d97a.256p.jpg,ModularFull,ColorWhite
EVGA 710 BP,710,Efficiency Rating80+ Bronze,95.0,TypeATX,https://m.media-amazon.com/images/I/51RU8Rf0YXL.jpg,ModularNo,ColorBlack
CoolMax ZX-700,700,Efficiency Rating80+,96.99,TypeATX,https://m.media-amazon.com/images/I/41hcZqZyVJL.jpg,ModularNo,Color
Azza ARGB,650,Efficiency Rating80+ Bronze,99.57,TypeATX,https://m.media-amazon.com/images/I/51pSMRWC8PL.jpg,ModularNo,ColorBlack
Thermaltake TR2 S,600,Efficiency Rating80+,99.74,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/a2dbc1855aafadffeb4aedfb06e169f9.256p.jpg,ModularNo,ColorBlack
Thermaltake Smart BX1 650,650,Efficiency Rating80+ Bronze,99.99,TypeATX,https://images-na.ssl-images-amazon.com/images/I/41oykKKWjkL.jpg,ModularNo,ColorBlack
FSP Group HEXA 85+ PRO,750,Efficiency Rating80+ Bronze,99.99,TypeATX,/static/forever/img/no-image.png,ModularNo,ColorBlack
Apevia Galaxy,850,Efficiency Rating80+ Gold,103.55,TypeATX,https://m.media-amazon.com/images/I/41nPDROdGZS.jpg,ModularSemi,ColorBlack
SeaSonic S12III,650,Efficiency Rating80+ Bronze,103.95,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/779d0e1e131d6b129fb788443f95b407.256p.jpg,ModularNo,ColorBlack
Gigabyte P650G,650,Efficiency Rating80+ Gold,104.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/27cd6b6053ee53ff751d09ab574ecd46.256p.jpg,ModularNo,ColorBlack
Corsair CX750M (2021),750,Efficiency Rating80+ Bronze,104.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/e3f5e5e966e562c1ec685b17ed83bccb.256p.jpg,ModularSemi,ColorBlack
Cougar GX-S,550,Efficiency Rating80+ Gold,104.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/4bdddfef7646c3b7f3ab18f88ae286ab.256p.jpg,ModularNo,Color
Silverstone SST-TX300,300,Efficiency Rating80+ Bronze,106.98,TypeTFX,//cdna.pcpartpicker.com/static/forever/images/product/ed4d5da91285cfe1f9360ff41b975c97.256p.jpg,ModularNo,ColorBlack
Corsair CX (2023),750,Efficiency Rating80+ Bronze,107.96,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/a13b3baedca8b58d4ce5008b7bf5d357.256p.jpg,ModularNo,ColorBlack
MSI MAG A750BN PCIE5,750,Efficiency Rating80+ Bronze,109.71,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/0e6a8954c4ddd51ffeaac409a3b2f9f7.256p.jpg,ModularNo,ColorBlack
Deepcool PM750D,750,Efficiency Rating80+ Gold,109.88,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/eac8129c4d4f2b74be408ab713b5e005.256p.jpg,ModularNo,ColorBlack
EVGA 700 BR,700,Efficiency Rating80+ Bronze,109.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/cb871f8cf187922a16a18e53f17366ff.256p.jpg,ModularNo,Color
ASRock Challenger CL-850G,850,Efficiency Rating80+ Gold,109.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/84f7bff711f590ee1addd8f764e2c3d3.256p.jpg,ModularNo,ColorBlack
Apevia ATX-PR850W PCIE5.0,850,Efficiency Rating80+ Gold,110.49,TypeATX,https://m.media-amazon.com/images/I/41kvL9OiozL.jpg,ModularNo,ColorBlack
ASRock Steel Legend SL-650G,650,Efficiency Rating80+ Gold,111.1,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/3b002e55ed7e54541868c5041da9daa9.256p.jpg,ModularFull,ColorBlack
Apevia Galaxy,650,Efficiency Rating80+ Gold,112.01,TypeATX,https://m.media-amazon.com/images/I/41tTcSFPOyS.jpg,ModularSemi,ColorBlack
be quiet! Pure Power 12,650,Efficiency Rating80+ Gold,112.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/40ab38c15b2b0ac6e8a6e597368c7f57.256p.jpg,ModularNo,ColorBlack
ADATA XPG PYLON,550,Efficiency Rating80+ Bronze,113.2,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg,ModularNo,ColorBlack
Chieftec GPS-600A8,600,Efficiency Rating80+,118.57,TypeATX,https://images-eu.ssl-images-amazon.com/images/I/51Ip6iunuTL.jpg,ModularNo,Color
MSI MAG A650GL,650,Efficiency Rating80+ Gold,119.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/9fd701005a49816e85072d6ed79c2951.256p.jpg,ModularFull,ColorBlack
Gigabyte UD750GM,750,Efficiency Rating80+ Gold,119.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/3fecb5a05a7f614ab70e1ace80e3baee.256p.jpg,ModularFull,ColorBlack
Thermaltake Smart BM3,750,Efficiency Rating80+ Bronze,119.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/59a8ac87b700bbb5773a2740925f47c1.256p.jpg,ModularSemi,ColorBlack
ASRock Steel Legend SL-750G,750,Efficiency Rating80+ Gold,119.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/8f8de8e95197d5ee3751a8a181e69831.256p.jpg,ModularFull,ColorBlack
Super Flower Zillion FG,850,Efficiency Rating80+ Gold,119.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/d8adb266604520991852450e39838d13.256p.jpg,ModularFull,ColorBlack
be quiet! Pure Power 12,750,Efficiency Rating80+ Gold,122.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/174e867f0b5ac205af84584ad5bf9b96.256p.jpg,ModularNo,ColorBlack
Montech APX,650,Efficiency Rating80+,123.13,TypeATX,https://m.media-amazon.com/images/I/41zLtynJHLL.jpg,ModularNo,ColorBlack
EVGA 600 W1,600,Efficiency Rating80+,123.14,TypeATX,https://m.media-amazon.com/images/I/41LvV7J3OuL.jpg,ModularNo,Color
Cooler Master MWE Gold 850 - V2,850,Efficiency Rating80+ Gold,124.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/01c5294aaa030cd889e3923906b92a10.256p.jpg,ModularFull,ColorBlack
Silverstone Essential,550,Efficiency Rating80+ Gold,125.91,TypeATX,https://images-fe.ssl-images-amazon.com/images/I/511PE5hHeKL.jpg,ModularNo,ColorBlack / Yellow
Silverstone SFX,300,Efficiency Rating80+ Bronze,126.2,TypeSFX,https://images-eu.ssl-images-amazon.com/images/I/51YKrs7LtqL.jpg,ModularNo,ColorBlack
ADATA XPG PYLON,650,Efficiency Rating80+ Bronze,126.75,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/76460ae84caf54fbc17dbb87fa05a3dd.256p.jpg,ModularNo,ColorBlack
Silverstone Essential,550,Efficiency Rating80+ Bronze,128.69,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/8e362f9250f1d0c8a620e58dc740c14a.256p.jpg,ModularNo,ColorBlack
SeaSonic SS-300TFX Bronze,300,Efficiency Rating80+ Bronze,128.78,TypeTFX,https://m.media-amazon.com/images/I/51ys3+-6hiL.jpg,ModularNo,ColorSilver
Montech APX,550,Efficiency Rating80+,128.88,TypeATX,https://m.media-amazon.com/images/I/41lzr2jX8RL.jpg,ModularNo,ColorBlack
Thermaltake Smart BX1,750,Efficiency Rating80+ Bronze,129.79,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c5e3f4773b45f042fee966c501f6db17.256p.jpg,ModularNo,ColorBlack
FSP Group Hydro G Pro,750,Efficiency Rating80+ Gold,129.88,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c0afb28a927574a879db138afde5453e.256p.jpg,ModularFull,ColorBlack
ASRock Steel Legend SL-850G,850,Efficiency Rating80+ Gold,129.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/32248606cf6d469a056d08373860c535.256p.jpg,ModularFull,ColorBlack
ASRock Phantom Gaming PG-750G,750,Efficiency Rating80+ Gold,129.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/05f77e3fcfaedb40ed55bfa5174d914e.256p.jpg,ModularFull,ColorBlack
Thermaltake Smart BM2,750,Efficiency Rating80+ Bronze,129.99,TypeATX,https://m.media-amazon.com/images/I/412Om9NpBbL.jpg,ModularSemi,ColorBlack
Chieftec GPS-700A8,700,Efficiency Rating80+ Bronze,131.35,TypeATX,https://m.media-amazon.com/images/I/41TxkaT+q-L.jpg,ModularNo,ColorBlack / White
SeaSonic CORE GX ATX 3 (2024),750,Efficiency Rating80+ Gold,132.98,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/0c0d62393e77cdf888840f591ae503e5.256p.jpg,ModularFull,ColorBlack
Thermaltake Toughpower GT,850,Efficiency Rating80+ Gold,133.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/e75330e2013e0c36c9f33df731683563.256p.jpg,ModularFull,ColorWhite
be quiet! Pure Power 12,850,Efficiency Rating80+ Gold,134.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/b43737a5d4e955c807956044ec1b0f07.256p.jpg,ModularNo,ColorBlack
SeaSonic CORE GX ATX 3 (2024),650,Efficiency Rating80+ Gold,135.76,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/5c6f5c52e83c261e3ae443289bc7a5a4.256p.jpg,ModularFull,ColorBlack
EVGA 600 BR,600,Efficiency Rating80+ Bronze,136.0,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/1fae6f9231112f3996aa2e7a2d3e862c.256p.jpg,ModularNo,Color
MSI MAG A750GL PCIE5,750,Efficiency Rating80+ Gold,137.97,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/d8f4d13ba49891eb3929bdddc3d87b4b.256p.jpg,ModularFull,ColorBlack
be quiet! Pure Power 12 M,650,Efficiency Rating80+ Gold,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/a5f002fc272830943869012709a5e6a4.256p.jpg,ModularFull,ColorBlack
Cooler Master MWE Gold 750 V3,750,Efficiency Rating80+ Gold,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/8a9ee7ac5f05c46c327249997f43188a.256p.jpg,ModularFull,ColorBlack
Thermaltake Smart BM3,850,Efficiency Rating80+ Bronze,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/4035fc9d7848a95867f6b82bb2606417.256p.jpg,ModularSemi,ColorBlack
Super Flower Leadex III Gold UP,850,Efficiency Rating80+ Gold,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/72e79c9c6bb8b0b3bf0eba2806d3142b.256p.jpg,ModularFull,ColorBlack
FSP Group VITA-750GM,750,Efficiency Rating80+ Gold,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/d29304b577cb0ddc88b358a2803d1751.256p.jpg,ModularFull,ColorBlack
Fractal Design Ion+ 560P,560,Efficiency Rating80+ Platinum,139.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/c2a8cbfae3cc72e34af4e829d2d77e32.256p.jpg,ModularFull,ColorBlack
be quiet! Pure Power 12 M,750,Efficiency Rating80+ Gold,142.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/2ca5468038b7443022cee1bb7474a477.256p.jpg,ModularFull,ColorBlack
Segotep GM,850,Efficiency Rating80+ Gold,143.97,TypeATX,https://m.media-amazon.com/images/I/51F777ShQDL.jpg,ModularFull,ColorBlack
Lian Li EDGE GOLD,850,Efficiency Rating80+ Gold,144.14,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/9a5971cefd086b73cf477e550aed363a.256p.jpg,ModularFull,ColorBlack
Thermaltake TR2 S,700,Efficiency Rating80+,144.86,TypeATX,https://m.media-amazon.com/images/I/51uuHGYKMML.jpg,ModularNo,ColorBlack
Apevia Galaxy,1000,Efficiency Rating80+ Gold,145.02,TypeATX,https://m.media-amazon.com/images/I/418IdrA+ZuS.jpg,ModularSemi,ColorBlack
Lian Li SP750,750,Efficiency Rating80+ Gold,145.29,TypeSFX,//cdna.pcpartpicker.com/static/forever/images/product/db355edbb98f99d3bb64db1cd6a8e179.256p.jpg,ModularFull,ColorWhite
Apevia Prestige,800,Efficiency Rating80+ Gold,145.32,TypeATX,https://m.media-amazon.com/images/I/41WXywVNWGL.jpg,ModularNo,ColorBlack
Antec CSK,650,Efficiency Rating80+ Bronze,146.9,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/eaf88844dea83c9215031240a243a6b6.256p.jpg,ModularNo,ColorBlack / Yellow
EVGA 850 GQ,850,Efficiency Rating80+ Gold,146.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/6526a44f05968a2e6b238ca552f25ae7.256p.jpg,ModularSemi,Color
Cooler Master MWE Gold 850 V3,850,Efficiency Rating80+ Gold,148.15,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/ba3f1ee18ce6535b90116201b175bbef.256p.jpg,ModularFull,ColorBlack
Inter-Tech Argus RGB II,500,Efficiency Rating80+ Bronze,148.58,TypeATX,https://m.media-amazon.com/images/I/41siUATjegS.jpg,ModularNo,ColorBlack
Gigabyte UD850GM,850,Efficiency Rating80+ Gold,149.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/2fd893bbd3486b3f2878a98bb949e0bb.256p.jpg,ModularFull,ColorBlack
Lian Li EDGE GOLD,750,Efficiency Rating80+ Gold,149.99,TypeATX,//cdna.pcpartpicker.com/static/forever/images/product/a643cdaa74017b2c39223c6da5372477.256p.jpg,ModularFull,ColorBlack
